national_number,gen_numeric,gen,english_name,japanese_name,primary_type,secondary_type,classification,percent_male,percent_female,height_m,weight_kg,capture_rate,base_egg_steps,hp,attack,defense,sp_attack,sp_defense,speed,base_stat_total,abilities_0,abilities_1,abilities_2,abilities_hidden,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fighting,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy,is_sublegendary,is_legendary,is_mythical,evochain_0,evochain_1,evochain_2,evochain_3,evochain_4,evochain_5,evochain_6,Final evolution,is_final_evo,gigantamax,mega_evolution,mega_evolution_alt,description
254,3,III,Sceptile,Jukain,grass,,Forest Pokémon,88.14,11.86,1.7,52.2,45,5120,70,85,65,105,85,120,530,Overgrow,,,Unburden,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Treecko,Level ,Grovyle,Level ,Sceptile,,,Sceptile,TRUE,,Mega Sceptile,,The leaves growing on Sceptile’s body are very sharp edged. This Pokémon is very agile—it leaps all over the branches of trees and jumps on its foe from above or behind.
255,3,III,Torchic,Achamo,fire,,Chick Pokémon,88.14,11.86,0.4,2.5,45,5120,45,60,40,70,50,45,310,Blaze,,,Speed Boost,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,Blaziken,FALSE,,,,"Torchic sticks with its Trainer, following behind with unsteady steps. This Pokémon breathes fire of over 1,800 degrees Fahrenheit, including fireballs that leave the foe scorched black."
256,3,III,Combusken,Wakasyamo,fire,fighting,Young Fowl Pokémon,88.14,11.86,0.9,19.5,45,5120,60,85,60,85,60,55,405,Blaze,,,Speed Boost,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,Blaziken,FALSE,,,,"Combusken toughens up its legs and thighs by running through fields and mountains. This Pokémon’s legs possess both speed and power, enabling it to dole out 10 kicks in one second."
257,3,III,Blaziken,Bursyamo,fire,fighting,Blaze Pokémon,88.14,11.86,1.9,52,45,5120,80,120,70,110,70,80,530,Blaze,,,Speed Boost,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1,0,0,0,Torchic,Level ,Combusken,Level ,Blaziken,,,Blaziken,TRUE,,Mega Blaziken,,"In battle, Blaziken blows out intense flames from its wrists and attacks foes courageously. The stronger the foe, the more intensely this Pokémon’s wrists burn."
258,3,III,Mudkip,Mizugorou,water,,Mud Fish Pokémon,88.14,11.86,0.4,7.6,45,5120,50,70,50,50,50,40,310,Torrent,,,Damp,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,Swampert,FALSE,,,,"The fin on Mudkip’s head acts as highly sensitive radar. Using this fin to sense movements of water and air, this Pokémon can determine what is taking place around it without using its eyes."
259,3,III,Marshtomp,Numacraw,water,ground,Mud Fish Pokémon,88.14,11.86,0.7,28,45,5120,70,85,70,60,70,50,405,Torrent,,,Damp,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,Swampert,FALSE,,,,"The surface of Marshtomp’s body is enveloped by a thin, sticky film that enables it to live on land. This Pokémon plays in mud on beaches when the ocean tide is low."
260,3,III,Swampert,Laglarge,water,ground,Mud Fish Pokémon,88.14,11.86,1.5,81.9,45,5120,100,110,90,85,90,60,535,Torrent,,,Damp,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1,0,0,0,Mudkip,Level ,Marshtomp,Level ,Swampert,,,Swampert,TRUE,,Mega Swampert,,Swampert is very strong. It has enough power to easily drag a boulder weighing more than a ton. This Pokémon also has powerful vision that lets it see even in murky water.
261,3,III,Poochyena,Pochiena,dark,,Bite Pokémon,50,50,0.5,13.6,255,3840,35,55,35,30,30,35,220,Run Away,Quick Feet,,Rattled,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Poochyena,Level ,Mightyena,,,,,Mightyena,FALSE,,,,"At first sight, Poochyena takes a bite at anything that moves. This Pokémon chases after prey until the victim becomes exhausted. However, it may turn tail if the prey strikes back."
262,3,III,Mightyena,Graena,dark,,Bite Pokémon,50,50,1,37,127,3840,70,90,70,60,60,70,420,Intimidate,Quick Feet,,Moxie,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2,0,0,0,Poochyena,Level ,Mightyena,,,,,Mightyena,TRUE,,,,Mightyena gives obvious signals when it is preparing to attack. It starts to growl deeply and then flattens its body. This Pokémon will bite savagely with its sharply pointed fangs.
263,3,III,Zigzagoon,Jiguzaguma,normal,dark,Tiny Racoon Pokémon,50.2,49.8,0.4,17.5,255,3840,38,30,41,30,41,60,240,Pickup,Gluttony,,Quick Feet,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Zigzagoon,Level,Linoone,Level 35 at Night,,,,Level 35 at Night,FALSE,,,,It marks its territory by rubbing its bristly fur on trees. This variety of Zigzagoon is friendlier and calmer than the kind native to Galar.
264,3,III,Linoone,Massuguma,normal,dark,Rush Pokémon,50.2,49.8,0.5,32.5,90,3840,78,70,61,50,61,100,420,Pickup,Gluttony,,Quick Feet,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Zigzagoon,Level,Linoone,Level 35 at Night,,,,Level 35 at Night,FALSE,,,,Its fur is strong and supple. Shaving brushes made with shed Linoone hairs are highly prized.
265,3,III,Wurmple,Kemusso,bug,,Worm Pokémon,50,50,0.3,3.6,255,3840,45,45,35,20,30,20,195,Shield Dust,,,Run Away,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,Beautifly,FALSE,,,,"Using the spikes on its rear end, Wurmple peels the bark off trees and feeds on the sap that oozes out. This Pokémon’s feet are tipped with suction pads that allow it to cling to glass without slipping."
266,3,III,Silcoon,Karasalis,bug,,Cocoon Pokémon,50,50,0.6,10,120,3840,50,35,55,25,25,15,205,Shed Skin,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,Beautifly,FALSE,,,,"Silcoon tethers itself to a tree branch using silk to keep from falling. There, this Pokémon hangs quietly while it awaits evolution. It peers out of the silk cocoon through a small hole."
267,3,III,Beautifly,Agehunt,bug,flying,Butterfly Pokémon,50,50,1,28.4,45,3840,60,70,50,100,50,65,395,Swarm,,,Rivalry,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,Beautifly,TRUE,,,,"Beautifly’s favorite food is the sweet pollen of flowers. If you want to see this Pokémon, just leave a potted flower by an open window. Beautifly is sure to come looking for pollen."
268,3,III,Cascoon,Mayuld,bug,,Cocoon Pokémon,50,50,0.7,11.5,120,3840,50,35,55,25,25,15,205,Shed Skin,,,,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,Beautifly,FALSE,,,,"Cascoon makes its protective cocoon by wrapping its body entirely with a fine silk from its mouth. Once the silk goes around its body, it hardens. This Pokémon prepares for its evolution inside the cocoon."
269,3,III,Dustox,Dokucale,bug,poison,Poison Moth Pokémon,50,50,1.2,31.6,45,3840,60,50,70,50,90,65,385,Shield Dust,,,Compound Eyes,1,2,1,1,0.25,1,0.25,0.5,1,2,2,0.5,2,1,1,1,1,0.5,0,0,0,Wurmple,Personality < 5 at Level,Silcoon,Level,Beautifly,,,Beautifly,FALSE,,,,"Dustox is instinctively drawn to light. Swarms of this Pokémon are attracted by the bright lights of cities, where they wreak havoc by stripping the leaves off roadside trees for food."
270,3,III,Lotad,Hassboh,water,grass,Water Weed Pokémon,50.2,49.8,0.5,2.6,255,3840,40,30,30,40,50,30,220,Swift Swim,Rain Dish,,Own Tempo,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,Ludicolo,FALSE,,,,"It searches about for clean water. If it does not drink water for too long, the leaf on its head wilts."
271,3,III,Lombre,Hasubrero,water,grass,Jolly Pokémon,50.2,49.8,1.2,32.5,120,3840,60,50,50,60,70,50,340,Swift Swim,Rain Dish,,Own Tempo,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,Ludicolo,FALSE,,,,It is nocturnal and becomes active at nightfall. It feeds on aquatic mosses that grow in the riverbed.
272,3,III,Ludicolo,Runpappa,water,grass,Carefree Pokémon,50.2,49.8,1.5,55,45,3840,80,70,70,90,100,70,480,Swift Swim,Rain Dish,,Own Tempo,1,1,0.25,1,1,1,1,2,0.5,2,1,2,1,1,1,1,0.5,1,0,0,0,Lotad,Level ,Lombre,Use Water Stone,Ludicolo,,,Ludicolo,TRUE,,,,"The rhythm of bright, festive music activates Ludicolo’s cells, making it more powerful."
273,3,III,Seedot,Taneboh,grass,,Acorn Pokémon,50.2,49.8,0.5,4,255,3840,40,40,50,30,30,30,220,Chlorophyll,Early Bird,,Pickpocket,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,Shiftry,FALSE,,,,"If it remains still, it looks just like a real nut. It delights in surprising foraging Pokémon."
274,3,III,Nuzleaf,Konohana,grass,dark,Wily Pokémon,50.2,49.8,1,28,120,3840,70,70,40,60,40,60,340,Chlorophyll,Early Bird,,Pickpocket,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,Shiftry,FALSE,,,,"It lives deep in forests. With the leaf on its head, it makes a flute whose song makes listeners uneasy."
275,3,III,Shiftry,Dirteng,grass,dark,Wickid Pokémon,50.2,49.8,1.3,59.6,45,3840,90,100,60,90,60,80,480,Chlorophyll,Early Bird,,Pickpocket,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2,0,0,0,Seedot,Level ,Nuzleaf,Use Leaf Stone,Shiftry,,,Shiftry,TRUE,,,,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.
276,3,III,Taillow,Subame,normal,flying,TinySwallow Pokémon,50,50,0.3,2.3,200,3840,40,55,30,30,30,85,270,Guts,,,Scrappy,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Taillow,Level ,Swellow,,,,,Swellow,FALSE,,,,"Taillow courageously stands its ground against foes, however strong they may be. This gutsy Pokémon will remain defiant even after a loss. On the other hand, it cries loudly if it becomes hungry."
277,3,III,Swellow,Ohsubame,normal,flying,Swallow Pokémon,50,50,0.7,19.8,45,3840,60,85,60,75,50,125,455,Guts,,,Scrappy,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1,0,0,0,Taillow,Level ,Swellow,,,,,Swellow,TRUE,,,,"Swellow flies high above our heads, making graceful arcs in the sky. This Pokémon dives at a steep angle as soon as it spots its prey. The hapless prey is tightly grasped by Swellow’s clawed feet, preventing escape."
278,3,III,Wingull,Camome,water,flying,Seagull Pokémon,50.2,49.8,0.6,9.5,190,5120,40,30,30,55,30,85,270,Keen Eye,Hydration,,Rain Dish,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Wingull,Level ,Pelipper,,,,,Pelipper,FALSE,,,,"It makes its nest on sheer cliffs. Riding the sea breeze, it glides up into the expansive skies."
279,3,III,Pelipper,Pelipper,water,flying,Water Bird Pokémon,50.2,49.8,1.2,28,45,5120,60,50,100,95,70,65,440,Keen Eye,Drizzle,,Rain Dish,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1,0,0,0,Wingull,Level ,Pelipper,,,,,Pelipper,TRUE,,,,"It is a messenger of the skies, carrying small Pokémon and eggs to safety in its bill."
280,3,III,Ralts,Ralts,psychic,fairy,Feeling Pokémon,50.2,49.8,0.4,6.6,235,5120,28,25,25,45,35,40,198,Synchronize,Trace,,Telepathy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,"On Male Pokémon, use Dawn Stone",Gallade,Gallade,FALSE,,,,It is highly attuned to the emotions of people and Pokémon. It hides if it senses hostility.
281,3,III,Kirlia,Kirlia,psychic,fairy,Emotion Pokémon,50.2,49.8,0.8,20.2,120,5120,38,35,35,65,55,50,278,Synchronize,Trace,,Telepathy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,"On Male Pokémon, use Dawn Stone",Gallade,Gallade,FALSE,,,,"If its Trainer becomes happy, it overflows with energy, dancing joyously while spinning about."
282,3,III,Gardevoir,Sirnight,psychic,fairy,Embrace Pokémon,50.2,49.8,1.6,48.4,45,5120,68,65,65,125,115,80,518,Synchronize,Trace,,Telepathy,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1,0,0,0,Ralts,Level,Kirlia,Level,Gardevoir,,,Gardevoir,TRUE,,Mega Gardevoir,,It has the power to predict the future. Its power peaks when it is protecting its Trainer.
283,3,III,Surskit,Ametama,bug,water,Pond Skater Pokémon,50,50,0.5,1.7,200,3840,40,30,32,50,52,65,269,Swift Swim,,,Rain Dish,1,1,0.5,2,1,0.5,0.5,1,0.5,2,1,1,2,1,1,1,0.5,1,0,0,0,Surskit,Level ,Masquerain,,,,,Masquerain,FALSE,,,,"If it’s in a pinch, it will secrete a sweet liquid from the tip of its head. Syrup made from gathering that liquid is tasty on bread."
284,3,III,Masquerain,Amemoth,bug,flying,Eyeball Pokémon,50,50,0.8,3.6,75,3840,70,60,62,100,82,80,454,Intimidate,,,Unnerve,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Surskit,Level ,Masquerain,,,,,Masquerain,TRUE,,,,"Masquerain intimidates enemies with the eyelike patterns of its eyespots. If that doesn’t work, it deftly makes its escape on its set of four wings."
285,3,III,Shroomish,Kinococo,grass,,Mushroom Pokémon,50,50,0.4,4.5,255,3840,60,40,60,40,60,35,295,Effect Spore,Poison Heal,,Quick Feet,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1,0,0,0,Shroomish,Level ,Breloom,,,,,Breloom,FALSE,,,,"Shroomish live in damp soil in the dark depths of forests. They are often found keeping still under fallen leaves. This Pokémon feeds on compost that is made up of fallen, rotted leaves."
286,3,III,Breloom,Kinogassa,grass,fighting,Mushroom Pokémon,50,50,1.2,39.2,90,3840,60,130,80,60,60,70,460,Effect Spore,Poison Heal,,Technician,1,2,0.5,0.5,0.5,2,1,2,0.5,4,2,1,0.5,1,1,0.5,1,2,0,0,0,Shroomish,Level ,Breloom,,,,,Breloom,TRUE,,,,"Breloom closes in on its foe with light and sprightly footwork, then throws punches with its stretchy arms. This Pokémon’s fighting technique puts boxers to shame."
287,3,III,Slakoth,Namakero,normal,,Slacker Pokémon,50,50,0.8,24,255,3840,60,60,60,35,35,30,280,Truant,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,Slaking,FALSE,,,,"Slakoth lolls around for over 20 hours every day. Because it moves so little, it does not need much food. This Pokémon’s sole daily meal consists of just three leaves."
288,3,III,Vigoroth,Yarukimono,normal,,Wild Monkey Pokémon,50,50,1.4,46.5,120,3840,80,80,80,55,55,90,440,Vital Spirit,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,Slaking,FALSE,,,,Vigoroth is always itching and agitated to go on a wild rampage. It simply can’t tolerate sitting still for even a minute. This Pokémon’s stress level rises if it can’t be moving constantly.
289,3,III,Slaking,Kekking,normal,,Lazy Pokémon,50,50,2,130.5,45,3840,150,160,100,95,65,100,670,Truant,,,,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Slakoth,Level ,Vigoroth,Level ,Slaking,,,Slaking,TRUE,,,,"Slaking spends all day lying down and lolling about. It eats grass growing within its reach. If it eats all the grass it can reach, this Pokémon reluctantly moves to another spot."
290,3,III,Nincada,Tutinin,bug,ground,Trainee Pokémon,50.2,49.8,0.5,5.5,255,3840,31,45,90,30,30,40,266,Compoundeyes,,,Run Away,1,2,2,0,1,2,0.5,0.5,0.5,2,1,1,1,1,1,1,1,1,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,Shedinja,FALSE,,,,"Because it lived almost entirely underground, it is nearly blind. It uses its antennae instead."
291,3,III,Ninjask,Tekkanin,bug,flying,Ninja Pokémon,50.2,49.8,0.8,12,120,3840,61,90,45,50,50,160,456,Speed Boost,,,Infiltrator,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,Shedinja,FALSE,,,,Its cry leaves a lasting headache if heard for too long. It moves so quickly that it is almost invisible.
292,3,III,Shedinja,Nukenin,bug,ghost,Shed Pokémon,,,0.8,1.2,45,3840,1,90,45,30,30,40,236,Wonder Guard,,,,0,2,1,1,0.5,1,0,0.5,0.5,2,1,0.5,2,2,1,2,1,1,0,0,0,Nincada,Level,Ninjask,Empty Slot in PartyLevel,Shedinja,,,Shedinja,TRUE,,,,A most peculiar Pokémon that somehow appears in a Poké Ball when a Nincada evolves.
293,3,III,Whismur,Gonyonyo,normal,,Whisper Pokémon,50.2,49.8,0.6,16.3,190,5120,64,51,23,51,23,28,240,Soundproof,,,Rattled,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,Exploud,FALSE,,,,"The cry of a Whismur is over 100 decibels. If you’re close to a Whismur when it lets out a cry, you’ll be stuck with an all-day headache."
294,3,III,Loudred,Dogohmb,normal,,Big Voice Pokémon,50.2,49.8,1,40.5,120,5120,84,71,43,71,43,48,360,Soundproof,,,Scrappy,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,Exploud,FALSE,,,,"Loudred’s ears serve as speakers, and they can put out sound waves powerful enough to blow away a house."
295,3,III,Exploud,Bakuong,normal,,Loud Noise Pokémon,50.2,49.8,1.5,84,45,5120,104,91,63,91,73,68,490,Soundproof,,,Scrappy,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Whismur,Level ,Loudred,Level ,Exploud,,,Exploud,TRUE,,,,"In the past, people would use the loud voices of these Pokémon as a means of communication between distant cities."
296,3,III,Makuhita,Makunoshita,fighting,,Guts Pokémon,75.4,24.6,1,86.4,180,5120,72,60,30,20,30,25,237,Thick Fat,Guts,,Sheer Force,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Makuhita,Level ,Hariyama,,,,,Hariyama,FALSE,,,,It practices its slaps by repeatedly slapping tree trunks. It has been known to slap an Exeggutor and get flung away.
297,3,III,Hariyama,Hariteyama,fighting,,Arm Thrust Pokémon,75.4,24.6,2.3,253.8,200,5120,144,120,60,40,60,50,474,Thick Fat,Guts,,Sheer Force,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2,0,0,0,Makuhita,Level ,Hariyama,,,,,Hariyama,TRUE,,,,"Although they enjoy comparing their strength, they’re also kind. They value etiquette, praising opponents they battle."
298,3,III,Azurill,Ruriri,normal,fairy,Polka Dot Pokémon,24.9,75.1,0.2,2,150,2560,50,20,40,20,40,20,190,Thick Fat,Huge Power,,Sap Sipper,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1,0,0,0,Azurill,Level Up with Happiness Value at 220,Marill,Level ,Azumarill,,,Azumarill,FALSE,,,,"The ball on Azurill’s tail bounces like a rubber ball, and it’s full of the nutrients the Pokémon needs to grow."
299,3,III,Nosepass,Nosepass,rock,,Compass Pokémon,50,50,1,97,255,5120,30,45,135,45,90,30,375,Sturdy,Magnet Pull,,Sand Force,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1,0,0,0,Nosepass,Level up while at Blush Mountain/Vast Poni Canyon,Probopass,,,,,Probopass,FALSE,,,,"It moves less than an inch a year, but when it’s in a jam, it will spin and drill down into the ground in a split second."
300,3,III,Skitty,Eneco,normal,,Kitten Pokémon,24.6,75.4,0.6,11,255,3840,50,45,45,35,35,50,260,Cute Charm,Normalize,,Wonder Skin,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skitty,Use Moon Stone,Delcatty,,,,,Delcatty,FALSE,,,,Skitty has the habit of becoming fascinated by moving objects and chasing them around. This Pokémon is known to chase after its own tail and become dizzy.
301,3,III,Delcatty,Enekororo,normal,,Prim Pokémon,24.6,75.4,1.1,32.6,60,3840,70,65,65,55,55,90,400,Cute Charm,Normalize,,Wonder Skin,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,0,0,0,Skitty,Use Moon Stone,Delcatty,,,,,Delcatty,TRUE,,,,"Delcatty prefers to live an unfettered existence in which it can do as it pleases at its own pace. Because this Pokémon eats and sleeps whenever it decides, its daily routines are completely random."
302,3,III,Sableye,Yamirami,dark,ghost,Darkness Pokémon,50.2,49.8,0.5,11,45,6400,50,75,75,65,65,50,380,Keen Eye,Stall,,Prankster,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2,0,0,0,Sableye,,,,,,,Sableye,TRUE,,Mega Sableye,,"This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away."
303,3,III,Mawile,Kucheat,steel,fairy,Deceiver Pokémon,50.2,49.8,0.6,11.5,45,5120,50,85,85,55,55,50,380,Hyper Cutter,Intimidate,,Sheer Force,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5,0,0,0,Mawile,,,,,,,Mawile,TRUE,,Mega Mawile,,"It uses its docile-looking face to lull foes into complacency, then bites with its huge, relentless jaws."
304,3,III,Aron,Cokodora,steel,rock,Iron Armor Pokémon,50.2,49.8,0.4,60,180,8960,50,70,100,40,40,30,330,Sturdy,Rock Head,,Heavy Metal,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,Aron,Level ,Lairon,Level ,Aggron,,,Aggron,FALSE,,,,It eats iron ore—and sometimes railroad tracks— to build up the steel armor that protects its body.
305,3,III,Lairon,Kodora,steel,rock,Iron Armor Pokémon,50.2,49.8,0.9,120,90,8960,60,90,140,50,50,40,430,Sturdy,Rock Head,,Heavy Metal,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,Aron,Level ,Lairon,Level ,Aggron,,,Aggron,FALSE,,,,"Lairon live in mountains brimming with spring water and iron ore, so these Pokémon often came into conflict with humans in the past."
306,3,III,Aggron,Bossgodora,steel,rock,Iron Armor Pokémon,50.2,49.8,2.1,360,45,8960,70,110,180,60,60,50,530,Sturdy,Rock Head,,Heavy Metal,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,Aron,Level ,Lairon,Level ,Aggron,,,Aggron,TRUE,,Mega Aggron,,Aggron has a horn sharp enough to perforate thick iron sheets. It brings down its opponents by ramming into them horn first.
307,3,III,Meditite,Asanan,fighting,psychic,Meditate Pokémon,50,50,0.6,11.2,180,5120,30,40,55,40,55,60,280,Pure Power,,,Telepathy,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0,0,0,Meditite,Level ,Medicham,,,,,Medicham,FALSE,,,,"Meditite undertakes rigorous mental training deep in the mountains. However, whenever it meditates, this Pokémon always loses its concentration and focus. As a result, its training never ends."
308,3,III,Medicham,Charem,fighting,psychic,Meditate Pokémon,50,50,1.3,31.5,90,5120,60,60,75,60,75,80,410,Pure Power,,,Telepathy,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2,0,0,0,Meditite,Level ,Medicham,,,,,Medicham,TRUE,,Mega Medicham,,"It is said that through meditation, Medicham heightens energy inside its body and sharpens its sixth sense. This Pokémon hides its presence by merging itself with fields and mountains."
309,3,III,Electrike,Rakurai,electric,,Lightning Pokémon,50.2,49.8,0.6,15.2,120,5120,40,45,40,65,40,65,295,Static,Lightning Rod,,Minus,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Electrike,Level ,Manectric,,,,,Manectric,FALSE,,,,It stores static electricity in its fur for discharging. It gives off sparks if a storm approaches.
310,3,III,Manectric,Livolt,electric,,Discharge Pokémon,50.2,49.8,1.5,40.2,45,5120,70,75,60,105,60,105,475,Static,Lightning Rod,,Minus,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1,0,0,0,Electrike,Level ,Manectric,,,,,Manectric,TRUE,,Mega Manectric,,"It stimulates its own muscles with electricity, so it can move quickly. It eases its soreness with electricity, too, so it can recover quickly as well."
